,index,Result,FNL,FSP,FSW,SSP,SSW,ACE,DBF,WNR,UFE,BPC,BPW,NPA,NPW,TPW,ST1,ST2,ST3,ST4,ST5
842,21,1,2.0,54,23,46,19,1.0,4.0,18.0,17.0,13.0,2.0,21.0,14.0,,6.0,6.0,,,
843,22,1,2.0,60,24,40,13,1.0,0.0,16.0,14.0,10.0,4.0,15.0,6.0,,6.0,6.0,,,
844,23,1,2.0,58,29,42,16,4.0,3.0,30.0,25.0,7.0,3.0,18.0,13.0,,6.0,7.0,,,
845,24,0,0.0,68,9,32,3,0.0,1.0,12.0,18.0,5.0,1.0,15.0,8.0,,0.0,2.0,,,
846,25,1,2.0,69,28,31,7,6.0,1.0,30.0,14.0,9.0,4.0,11.0,11.0,,6.0,6.0,,,
847,26,0,0.0,62,16,38,10,3.0,3.0,16.0,12.0,3.0,1.0,13.0,9.0,,3.0,2.0,,,
848,27,1,2.0,73,34,27,6,4.0,2.0,16.0,15.0,6.0,4.0,13.0,8.0,,6.0,6.0,,,
849,28,1,2.0,76,44,24,15,2.0,2.0,33.0,28.0,12.0,3.0,15.0,6.0,,6.0,4.0,6.0,,
850,29,0,0.0,79,23,21,4,2.0,0.0,7.0,7.0,0.0,0.0,12.0,4.0,,1.0,3.0,,,
851,30,1,2.0,58,33,42,10,1.0,3.0,25.0,28.0,13.0,6.0,20.0,14.0,,1.0,6.0,6.0,,
852,31,0,0.0,75,28,25,6,0.0,3.0,13.0,15.0,6.0,1.0,11.0,7.0,,3.0,2.0,,,
853,32,0,0.0,50,11,50,11,1.0,2.0,7.0,8.0,3.0,0.0,11.0,7.0,,1.0,1.0,,,
854,33,0,1.0,58,30,42,16,0.0,5.0,20.0,26.0,5.0,4.0,20.0,17.0,,2.0,6.0,3.0,,
855,34,0,0.0,65,20,35,8,2.0,4.0,24.0,30.0,6.0,2.0,19.0,12.0,,3.0,2.0,,,
856,35,1,2.0,54,28,46,13,2.0,4.0,29.0,16.0,8.0,6.0,8.0,5.0,,6.0,6.0,,,
857,36,0,1.0,55,42,45,26,2.0,6.0,24.0,31.0,9.0,4.0,17.0,9.0,,4.0,6.0,4.0,,
858,37,1,2.0,72,25,28,8,,4.0,22.0,30.0,15.0,5.0,5.0,3.0,,6.0,6.0,,,
859,38,0,0.0,69,16,31,6,6.0,1.0,20.0,29.0,8.0,3.0,12.0,7.0,,4.0,1.0,,,
860,39,1,2.0,57,24,43,14,4.0,3.0,23.0,6.0,7.0,5.0,20.0,14.0,,6.0,6.0,,,
861,40,1,2.0,73,33,27,4,13.0,1.0,32.0,6.0,7.0,3.0,5.0,4.0,,6.0,6.0,,,
862,41,0,1.0,67,31,33,13,0.0,5.0,19.0,22.0,11.0,3.0,14.0,7.0,,1.0,6.0,3.0,,
863,42,1,2.0,62,37,38,14,6.0,3.0,35.0,42.0,22.0,8.0,34.0,23.0,,5.0,6.0,6.0,,
864,43,0,0.0,57,9,43,5,1.0,4.0,14.0,18.0,1.0,0.0,14.0,6.0,,0.0,1.0,,,
865,44,0,1.0,85,46,15,7,0.0,1.0,26.0,22.0,13.0,6.0,48.0,23.0,,3.0,6.0,5.0,,
866,45,0,0.0,53,18,47,13,4.0,2.0,11.0,15.0,5.0,2.0,7.0,4.0,,3.0,5.0,,,
867,46,0,1.0,51,25,49,15,7.0,8.0,19.0,47.0,6.0,4.0,13.0,6.0,,6.0,1.0,3.0,,
868,47,1,2.0,73,24,27,5,5.0,1.0,17.0,8.0,8.0,6.0,14.0,10.0,,6.0,6.0,,,
869,48,0,0.0,55,29,45,10,4.0,1.0,26.0,26.0,3.0,2.0,30.0,15.0,,3.0,4.0,,,
870,49,1,2.0,54,48,46,26,12.0,9.0,45.0,46.0,21.0,5.0,13.0,7.0,,7.0,5.0,7.0,,
871,50,0,1.0,74,38,26,10,0.0,4.0,42.0,54.0,20.0,8.0,44.0,30.0,,6.0,6.0,2.0,,
872,51,0,1.0,68,34,32,12,2.0,1.0,34.0,22.0,11.0,4.0,13.0,3.0,,7.0,5.0,1.0,,
873,52,0,0.0,66,19,34,9,0.0,0.0,21.0,16.0,6.0,0.0,12.0,11.0,,3.0,2.0,,,
874,53,0,1.0,75,41,25,8,1.0,4.0,17.0,21.0,4.0,1.0,9.0,4.0,,6.0,0.0,5.0,,
875,54,1,2.0,64,48,36,20,4.0,7.0,19.0,25.0,11.0,4.0,13.0,10.0,,6.0,6.0,7.0,,
876,55,0,0.0,60,21,40,10,2.0,0.0,8.0,4.0,2.0,1.0,7.0,5.0,,3.0,4.0,,,
877,56,0,0.0,65,24,35,7,2.0,3.0,7.0,15.0,2.0,0.0,4.0,2.0,,1.0,3.0,,,
878,57,1,2.0,69,24,31,4,,7.0,17.0,26.0,10.0,7.0,4.0,3.0,,6.0,6.0,,,
879,58,1,2.0,73,29,27,7,1.0,1.0,21.0,16.0,9.0,6.0,14.0,8.0,,6.0,7.0,,,
880,59,1,2.0,60,27,40,11,5.0,4.0,25.0,17.0,8.0,4.0,13.0,11.0,,6.0,6.0,,,
881,60,1,2.0,71,29,29,8,2.0,3.0,17.0,22.0,8.0,5.0,8.0,4.0,,6.0,7.0,,,
882,61,1,2.0,65,17,35,10,1.0,0.0,17.0,8.0,8.0,6.0,20.0,16.0,,6.0,6.0,,,
883,62,1,2.0,64,33,36,11,4.0,0.0,22.0,20.0,4.0,2.0,16.0,8.0,,6.0,6.0,,,
884,63,1,2.0,73,23,27,7,7.0,1.0,25.0,11.0,6.0,5.0,13.0,9.0,,6.0,6.0,,,
885,64,1,2.0,64,29,36,14,2.0,1.0,20.0,10.0,9.0,4.0,15.0,10.0,,6.0,6.0,,,
886,65,0,0.0,59,24,41,15,3.0,1.0,19.0,17.0,5.0,1.0,11.0,8.0,,4.0,4.0,,,
887,66,0,0.0,61,23,39,7,1.0,4.0,13.0,26.0,6.0,2.0,17.0,9.0,,5.0,2.0,,,
888,67,1,2.0,54,25,46,10,0.0,2.0,14.0,11.0,7.0,5.0,6.0,5.0,,6.0,6.0,,,
889,68,1,2.0,59,30,41,16,1.0,2.0,16.0,13.0,8.0,5.0,12.0,7.0,,1.0,6.0,6.0,,
890,69,0,1.0,58,37,42,21,3.0,6.0,31.0,31.0,9.0,2.0,17.0,12.0,,2.0,7.0,4.0,,
891,70,1,2.0,71,34,29,16,0.0,2.0,13.0,9.0,6.0,3.0,2.0,1.0,,6.0,6.0,,,
892,71,0,1.0,65,37,35,19,1.0,4.0,21.0,30.0,5.0,4.0,9.0,5.0,,6.0,4.0,4.0,,
893,72,1,2.0,53,36,47,20,0.0,11.0,21.0,36.0,14.0,5.0,22.0,13.0,,7.0,7.0,,,
894,73,1,2.0,64,38,36,11,1.0,6.0,22.0,17.0,12.0,5.0,16.0,12.0,,7.0,6.0,,,
895,74,1,2.0,71,31,29,7,1.0,3.0,30.0,13.0,8.0,4.0,15.0,14.0,,6.0,6.0,,,
896,75,1,2.0,64,48,36,19,8.0,4.0,25.0,39.0,7.0,6.0,31.0,14.0,,7.0,2.0,8.0,,
897,76,0,0.0,48,17,52,17,2.0,7.0,12.0,42.0,3.0,1.0,13.0,6.0,,3.0,4.0,,,
898,77,1,2.0,63,43,37,24,6.0,1.0,31.0,20.0,9.0,3.0,23.0,17.0,,6.0,5.0,6.0,,
899,78,0,1.0,71,28,29,8,1.0,1.0,18.0,6.0,9.0,3.0,6.0,6.0,,2.0,6.0,0.0,,
900,79,1,2.0,59,28,41,10,1.0,7.0,23.0,33.0,18.0,7.0,8.0,7.0,,7.0,6.0,,,
901,80,0,0.0,61,9,39,6,1.0,1.0,10.0,17.0,0.0,0.0,6.0,3.0,,0.0,1.0,,,
902,81,1,2.0,58,47,42,15,6.0,3.0,30.0,30.0,20.0,7.0,59.0,32.0,,6.0,4.0,9.0,,
903,82,1,2.0,54,24,46,15,5.0,8.0,27.0,23.0,11.0,4.0,21.0,18.0,,7.0,6.0,,,
904,83,1,2.0,68,37,32,10,3.0,2.0,25.0,18.0,6.0,2.0,19.0,16.0,,7.0,6.0,,,
905,84,1,2.0,65,25,35,12,4.0,2.0,18.0,12.0,10.0,3.0,7.0,3.0,,6.0,6.0,,,
906,85,1,2.0,62,23,38,12,,1.0,14.0,7.0,9.0,5.0,14.0,10.0,,6.0,6.0,,,
907,86,1,2.0,58,35,42,15,6.0,5.0,24.0,14.0,4.0,2.0,16.0,11.0,,7.0,6.0,,,
908,87,0,0.0,56,9,44,3,0.0,5.0,8.0,12.0,4.0,2.0,10.0,6.0,,2.0,2.0,,,
909,88,1,2.0,65,28,35,10,4.0,1.0,24.0,10.0,6.0,5.0,10.0,8.0,,6.0,6.0,,,
910,89,1,2.0,79,32,21,8,1.0,3.0,17.0,21.0,7.0,5.0,25.0,20.0,,6.0,7.0,,,
911,90,1,2.0,71,25,29,8,9.0,0.0,30.0,9.0,9.0,4.0,11.0,6.0,,6.0,6.0,,,
912,91,0,1.0,56,28,44,19,2.0,5.0,24.0,22.0,8.0,5.0,20.0,13.0,,6.0,6.0,2.0,,
913,92,0,0.0,65,11,35,8,0.0,2.0,14.0,18.0,8.0,4.0,28.0,15.0,,4.0,2.0,,,
914,93,1,2.0,66,31,34,13,1.0,2.0,25.0,17.0,15.0,6.0,14.0,9.0,,7.0,6.0,,,
915,94,0,1.0,63,30,37,8,2.0,4.0,26.0,19.0,8.0,3.0,10.0,8.0,,6.0,2.0,1.0,,
916,95,1,2.0,57,32,43,13,14.0,5.0,27.0,17.0,10.0,4.0,7.0,5.0,,7.0,6.0,,,
917,96,1,2.0,62,26,38,10,1.0,5.0,20.0,12.0,8.0,6.0,8.0,7.0,,6.0,7.0,,,
918,97,0,1.0,79,32,21,3,2.0,4.0,10.0,17.0,5.0,1.0,10.0,4.0,,7.0,0.0,,,
919,98,0,0.0,58,15,42,8,3.0,2.0,15.0,10.0,4.0,1.0,10.0,7.0,,4.0,1.0,,,
920,99,0,1.0,62,35,38,14,0.0,3.0,15.0,30.0,9.0,4.0,10.0,5.0,,6.0,0.0,6.0,,
921,100,1,2.0,56,18,44,17,2.0,2.0,18.0,11.0,9.0,5.0,23.0,18.0,,6.0,6.0,,,
922,101,1,2.0,57,34,43,21,1.0,0.0,27.0,20.0,9.0,6.0,24.0,16.0,,6.0,4.0,6.0,,
923,102,1,2.0,71,55,29,18,2.0,1.0,23.0,10.0,18.0,3.0,31.0,20.0,,7.0,4.0,6.0,,
924,103,0,0.0,60,15,40,8,1.0,4.0,12.0,9.0,1.0,1.0,9.0,7.0,,2.0,3.0,,,
925,104,1,2.0,59,35,41,16,5.0,2.0,25.0,20.0,9.0,4.0,11.0,8.0,,1.0,7.0,6.0,,
926,105,1,2.0,68,39,32,13,8.0,1.0,34.0,13.0,9.0,4.0,27.0,18.0,,4.0,6.0,6.0,,
927,106,1,2.0,64,21,36,8,8.0,1.0,28.0,12.0,9.0,6.0,9.0,8.0,,6.0,6.0,,,
928,107,1,2.0,60,26,40,14,6.0,1.0,31.0,20.0,12.0,6.0,41.0,26.0,,7.0,6.0,,,
929,108,1,2.0,70,40,30,10,5.0,3.0,23.0,21.0,2.0,2.0,18.0,11.0,,7.0,6.0,,,
930,109,1,2.0,61,26,39,7,1.0,7.0,12.0,13.0,7.0,5.0,2.0,2.0,,6.0,6.0,,,
931,110,0,1.0,61,30,39,20,1.0,0.0,23.0,22.0,8.0,3.0,14.0,8.0,,6.0,5.0,1.0,,
932,111,0,0.0,64,12,36,5,0.0,2.0,8.0,4.0,4.0,1.0,13.0,7.0,,2.0,0.0,,,
933,112,1,2.0,71,47,29,17,3.0,5.0,39.0,11.0,12.0,4.0,48.0,32.0,,4.0,6.0,6.0,,
934,113,0,0.0,57,32,43,16,9.0,4.0,27.0,24.0,3.0,1.0,11.0,7.0,,6.0,5.0,,,
935,114,0,1.0,62,31,38,16,7.0,2.0,25.0,23.0,16.0,5.0,24.0,12.0,,2.0,6.0,4.0,,
936,115,0,1.0,72,50,28,11,2.0,2.0,41.0,28.0,3.0,2.0,39.0,25.0,,6.0,3.0,4.0,,
937,116,0,0.0,63,24,37,5,3.0,3.0,21.0,19.0,8.0,4.0,10.0,8.0,,4.0,5.0,,,
938,117,1,2.0,77,52,23,9,0.0,5.0,32.0,18.0,16.0,5.0,32.0,21.0,,7.0,4.0,6.0,,
939,118,1,2.0,59,26,41,10,3.0,4.0,23.0,19.0,5.0,4.0,12.0,9.0,,6.0,6.0,,,
940,119,1,2.0,61,21,39,10,5.0,3.0,23.0,10.0,7.0,5.0,11.0,11.0,,6.0,6.0,,,
941,120,1,2.0,63,53,37,19,9.0,7.0,60.0,46.0,14.0,6.0,44.0,32.0,,6.0,2.0,9.0,,
942,121,0,0.0,65,22,35,9,6.0,5.0,21.0,25.0,8.0,2.0,18.0,11.0,,1.0,4.0,,,
943,0,1,3.0,68,45,32,17,10.0,0.0,40.0,30.0,4.0,8.0,8.0,9.0,101.0,6.0,7.0,6.0,,
944,1,0,0.0,60,23,40,9,1.0,4.0,1.0,4.0,0.0,0.0,,,42.0,1.0,3.0,1.0,,
945,2,1,3.0,77,57,23,15,9.0,1.0,41.0,41.0,4.0,13.0,12.0,16.0,126.0,6.0,7.0,6.0,,
946,3,0,0.0,50,24,50,19,1.0,8.0,1.0,8.0,1.0,7.0,,,79.0,2.0,2.0,3.0,,
947,4,1,3.0,53,59,47,32,17.0,11.0,59.0,79.0,3.0,5.0,16.0,28.0,127.0,1.0,6.0,7.0,6.0,
948,5,1,3.0,63,60,37,22,24.0,4.0,47.0,45.0,4.0,7.0,14.0,17.0,122.0,6.0,6.0,3.0,7.0,
949,6,1,3.0,60,66,40,34,2.0,6.0,57.0,72.0,10.0,17.0,25.0,36.0,173.0,3.0,7.0,6.0,6.0,6.0
950,7,0,0.0,54,26,46,13,0.0,11.0,11.0,46.0,2.0,6.0,8.0,12.0,61.0,3.0,2.0,,,
951,8,1,3.0,67,42,33,14,12.0,,32.0,20.0,7.0,10.0,8.0,11.0,94.0,7.0,6.0,6.0,,
952,9,0,2.0,60,68,40,25,8.0,12.0,8.0,12.0,6.0,14.0,,,141.0,6.0,3.0,6.0,3.0,4.0
953,10,1,3.0,66,62,34,24,16.0,4.0,49.0,46.0,7.0,19.0,30.0,43.0,152.0,6.0,3.0,4.0,6.0,6.0
954,11,0,2.0,51,72,49,41,11.0,12.0,82.0,96.0,3.0,7.0,28.0,44.0,152.0,1.0,7.0,6.0,6.0,6.0
955,12,1,3.0,67,45,33,13,6.0,4.0,31.0,17.0,4.0,10.0,6.0,10.0,94.0,6.0,6.0,6.0,,
956,13,1,3.0,67,58,33,23,7.0,7.0,45.0,55.0,6.0,12.0,28.0,37.0,131.0,6.0,7.0,4.0,0.0,6.0
957,14,0,1.0,55,55,45,23,2.0,3.0,2.0,3.0,4.0,14.0,,,128.0,7.0,2.0,2.0,3.0,
958,15,0,0.0,64,18,36,10,0.0,0.0,8.0,15.0,1.0,2.0,6.0,12.0,37.0,4.0,1.0,,,
959,16,1,3.0,53,28,47,21,2.0,6.0,33.0,30.0,8.0,12.0,18.0,22.0,96.0,6.0,6.0,6.0,,
960,17,1,3.0,58,52,42,37,3.0,3.0,3.0,3.0,7.0,11.0,,,142.0,3.0,6.0,6.0,5.0,6.0
961,18,1,3.0,58,42,42,23,7.0,4.0,37.0,31.0,5.0,16.0,12.0,12.0,114.0,7.0,7.0,6.0,,
962,19,0,0.0,57,41,43,13,9.0,7.0,30.0,33.0,0.0,5.0,14.0,17.0,80.0,2.0,4.0,4.0,,
963,20,1,3.0,64,74,36,27,18.0,11.0,62.0,64.0,5.0,9.0,31.0,46.0,153.0,1.0,4.0,6.0,6.0,6.0
964,21,1,3.0,73,40,27,15,2.0,1.0,2.0,1.0,7.0,12.0,,,97.0,6.0,6.0,6.0,,
965,22,0,0.0,59,35,41,18,1.0,2.0,31.0,45.0,1.0,3.0,12.0,20.0,78.0,4.0,2.0,4.0,,
966,23,0,0.0,49,24,51,12,2.0,8.0,20.0,61.0,2.0,5.0,15.0,22.0,66.0,1.0,4.0,2.0,,
967,24,0,0.0,52,22,48,11,4.0,7.0,18.0,35.0,1.0,2.0,10.0,10.0,55.0,5.0,2.0,,,
968,25,1,3.0,65,67,35,32,6.0,6.0,6.0,6.0,7.0,16.0,,,163.0,6.0,7.0,6.0,6.0,
969,26,0,1.0,65,57,35,30,8.0,0.0,8.0,0.0,3.0,8.0,,,133.0,7.0,4.0,3.0,6.0,
970,27,0,2.0,57,69,43,43,16.0,10.0,16.0,10.0,2.0,6.0,,,154.0,6.0,7.0,4.0,4.0,4.0
971,28,1,3.0,83,68,17,12,8.0,2.0,41.0,7.0,2.0,3.0,24.0,35.0,108.0,7.0,6.0,7.0,,
972,29,1,3.0,53,31,47,19,4.0,3.0,4.0,3.0,7.0,12.0,,,95.0,6.0,6.0,6.0,,
973,30,1,3.0,62,63,38,20,19.0,13.0,58.0,66.0,4.0,11.0,29.0,44.0,134.0,7.0,7.0,7.0,,
974,31,0,0.0,61,37,39,17,8.0,2.0,22.0,37.0,0.0,2.0,11.0,16.0,67.0,3.0,4.0,3.0,,
975,32,1,3.0,58,40,42,19,11.0,5.0,30.0,17.0,4.0,17.0,18.0,22.0,96.0,6.0,6.0,6.0,,
976,33,1,2.0,63,43,37,22,10.0,6.0,41.0,27.0,6.0,14.0,6.0,15.0,121.0,6.0,4.0,6.0,2.0,
977,34,0,1.0,55,50,45,21,14.0,8.0,14.0,8.0,3.0,6.0,,,112.0,7.0,4.0,2.0,0.0,
978,35,0,1.0,58,44,42,25,7.0,6.0,20.0,48.0,1.0,5.0,10.0,17.0,101.0,7.0,3.0,2.0,3.0,
979,36,1,3.0,56,114,44,57,32.0,18.0,75.0,53.0,4.0,10.0,37.0,55.0,230.0,6.0,6.0,3.0,6.0,1.0
980,37,0,2.0,61,64,39,27,13.0,4.0,41.0,34.0,2.0,3.0,20.0,29.0,124.0,6.0,6.0,3.0,3.0,2.0
981,38,0,1.0,60,41,40,16,4.0,9.0,21.0,36.0,4.0,8.0,8.0,19.0,93.0,6.0,3.0,6.0,,
982,39,0,0.0,57,35,43,20,2.0,6.0,28.0,39.0,1.0,2.0,20.0,31.0,77.0,5.0,3.0,3.0,,
983,40,0,0.0,78,36,22,6,10.0,0.0,23.0,23.0,0.0,3.0,5.0,10.0,52.0,2.0,6.0,,,
984,41,0,0.0,63,38,37,16,4.0,1.0,4.0,1.0,0.0,8.0,,,86.0,4.0,2.0,5.0,,
985,42,0,0.0,60,43,40,18,11.0,4.0,11.0,4.0,2.0,4.0,,,85.0,3.0,6.0,5.0,,
986,43,0,0.0,54,40,46,9,16.0,11.0,28.0,52.0,4.0,5.0,6.0,10.0,74.0,6.0,3.0,0.0,,
987,44,1,3.0,65,50,35,18,12.0,2.0,12.0,2.0,4.0,7.0,,,110.0,6.0,6.0,7.0,,
988,45,0,0.0,72,47,28,12,10.0,5.0,10.0,5.0,0.0,2.0,,,74.0,4.0,5.0,1.0,,
989,46,0,2.0,67,67,33,22,11.0,2.0,39.0,73.0,7.0,20.0,10.0,17.0,158.0,5.0,6.0,7.0,1.0,3.0
990,47,0,0.0,61,28,39,6,6.0,3.0,23.0,33.0,0.0,0.0,11.0,16.0,49.0,1.0,1.0,3.0,,
991,48,1,3.0,64,62,36,23,16.0,3.0,46.0,29.0,4.0,8.0,21.0,28.0,122.0,6.0,6.0,6.0,6.0,
992,49,0,0.0,61,28,39,10,8.0,5.0,8.0,5.0,1.0,2.0,,,55.0,2.0,1.0,1.0,,
993,50,0,1.0,53,45,47,31,12.0,5.0,38.0,36.0,3.0,7.0,6.0,6.0,114.0,3.0,7.0,2.0,6.0,
994,51,0,0.0,59,47,41,20,12.0,3.0,36.0,14.0,1.0,4.0,15.0,32.0,97.0,6.0,3.0,4.0,,
995,52,1,3.0,57,55,43,30,14.0,4.0,14.0,4.0,4.0,8.0,,,133.0,6.0,6.0,6.0,6.0,
996,53,1,3.0,62,33,38,11,9.0,5.0,9.0,5.0,9.0,19.0,,,101.0,6.0,6.0,6.0,,
997,54,1,3.0,66,60,34,23,9.0,4.0,24.0,34.0,2.0,6.0,10.0,12.0,121.0,7.0,7.0,6.0,,
998,55,0,1.0,56,43,44,25,5.0,5.0,22.0,33.0,3.0,6.0,8.0,12.0,96.0,6.0,1.0,6.0,2.0,
999,56,1,3.0,66,68,34,25,6.0,6.0,44.0,50.0,7.0,15.0,11.0,16.0,167.0,6.0,5.0,6.0,4.0,6.0
1000,57,0,1.0,61,55,39,22,2.0,10.0,41.0,88.0,4.0,8.0,23.0,39.0,126.0,4.0,6.0,6.0,3.0,
1001,58,1,3.0,73,58,27,16,0.0,5.0,34.0,33.0,2.0,7.0,29.0,40.0,124.0,6.0,7.0,6.0,1.0,
1002,59,0,2.0,51,76,49,38,23.0,5.0,54.0,61.0,7.0,13.0,23.0,40.0,178.0,6.0,3.0,7.0,7.0,5.0
1003,60,1,3.0,64,43,36,18,9.0,5.0,43.0,27.0,3.0,4.0,18.0,22.0,95.0,6.0,6.0,6.0,,
1004,61,1,3.0,50,54,50,43,16.0,12.0,16.0,12.0,4.0,10.0,,,146.0,7.0,5.0,6.0,6.0,
1005,62,0,1.0,59,56,41,23,20.0,5.0,53.0,47.0,4.0,9.0,23.0,36.0,135.0,6.0,6.0,6.0,2.0,
1006,63,0,0.0,71,15,29,3,3.0,1.0,13.0,7.0,0.0,0.0,3.0,5.0,24.0,4.0,,,,
1007,64,1,3.0,66,36,34,17,12.0,2.0,30.0,11.0,5.0,6.0,5.0,9.0,93.0,6.0,6.0,6.0,,
1008,65,1,3.0,54,47,46,36,14.0,1.0,46.0,34.0,5.0,8.0,14.0,18.0,127.0,7.0,4.0,6.0,6.0,
1009,66,0,0.0,46,23,54,21,7.0,4.0,19.0,41.0,1.0,3.0,6.0,11.0,59.0,2.0,3.0,4.0,,
1010,67,0,1.0,65,57,35,23,3.0,5.0,24.0,37.0,2.0,16.0,15.0,24.0,134.0,5.0,4.0,6.0,2.0,
1011,68,1,3.0,58,41,42,21,9.0,5.0,33.0,37.0,6.0,11.0,10.0,15.0,110.0,7.0,6.0,6.0,,
1012,69,0,1.0,62,68,38,27,14.0,6.0,64.0,65.0,1.0,11.0,42.0,65.0,138.0,3.0,7.0,1.0,6.0,
1013,70,1,3.0,60,59,40,31,13.0,3.0,46.0,47.0,4.0,5.0,25.0,39.0,132.0,3.0,7.0,7.0,6.0,
1014,71,0,1.0,60,56,40,25,1.0,3.0,26.0,37.0,2.0,7.0,24.0,39.0,117.0,3.0,3.0,7.0,4.0,
1015,72,1,3.0,68,56,32,18,0.0,4.0,32.0,48.0,9.0,17.0,21.0,22.0,142.0,7.0,5.0,6.0,6.0,
1016,73,0,1.0,71,81,29,22,15.0,2.0,43.0,36.0,4.0,12.0,19.0,24.0,160.0,5.0,6.0,7.0,6.0,
1017,74,1,3.0,67,76,33,25,15.0,5.0,63.0,47.0,3.0,11.0,11.0,18.0,151.0,4.0,7.0,7.0,6.0,
1018,75,1,3.0,60,59,40,33,19.0,3.0,48.0,41.0,4.0,11.0,29.0,42.0,136.0,6.0,3.0,6.0,3.0,6.0
1019,76,0,1.0,51,46,49,26,9.0,10.0,9.0,10.0,4.0,13.0,,,117.0,6.0,4.0,6.0,1.0,
1020,77,0,0.0,59,34,41,16,10.0,3.0,28.0,21.0,0.0,2.0,2.0,5.0,69.0,4.0,3.0,4.0,,
1021,78,1,2.0,55,39,45,20,13.0,2.0,37.0,43.0,3.0,7.0,12.0,19.0,91.0,6.0,6.0,3.0,1.0,
1022,79,0,0.0,63,33,37,10,8.0,9.0,29.0,32.0,0.0,0.0,14.0,25.0,57.0,4.0,1.0,3.0,,
1023,80,1,3.0,76,45,24,9,11.0,0.0,52.0,35.0,6.0,11.0,23.0,29.0,103.0,6.0,6.0,7.0,,
1024,81,1,3.0,68,62,32,26,2.0,4.0,24.0,51.0,5.0,17.0,6.0,10.0,146.0,7.0,3.0,2.0,6.0,6.0
1025,82,1,3.0,49,65,51,41,7.0,8.0,7.0,8.0,10.0,12.0,,,171.0,4.0,7.0,6.0,6.0,6.0
1026,83,0,0.0,45,31,55,34,9.0,5.0,19.0,29.0,1.0,4.0,13.0,18.0,88.0,6.0,4.0,4.0,,
1027,84,1,3.0,58,49,42,34,16.0,5.0,16.0,5.0,5.0,14.0,,,139.0,6.0,6.0,5.0,7.0,
1028,85,0,1.0,58,50,42,24,12.0,6.0,46.0,63.0,2.0,7.0,22.0,36.0,112.0,6.0,1.0,7.0,1.0,
1029,86,1,3.0,62,45,38,23,8.0,3.0,43.0,24.0,4.0,11.0,17.0,21.0,108.0,6.0,7.0,6.0,,
1030,87,0,0.0,55,25,45,20,2.0,7.0,22.0,55.0,3.0,4.0,12.0,20.0,68.0,2.0,2.0,5.0,,
1031,88,0,2.0,72,76,28,21,28.0,2.0,53.0,41.0,4.0,17.0,13.0,25.0,152.0,6.0,3.0,7.0,4.0,5.0
1032,89,0,2.0,66,86,34,27,24.0,11.0,59.0,74.0,2.0,10.0,21.0,35.0,159.0,7.0,7.0,4.0,2.0,2.0
1033,90,1,3.0,59,49,41,18,15.0,7.0,36.0,35.0,5.0,21.0,5.0,9.0,117.0,6.0,6.0,7.0,,
1034,91,0,0.0,67,55,33,22,6.0,1.0,23.0,23.0,0.0,5.0,7.0,10.0,101.0,6.0,4.0,4.0,,
1035,92,1,3.0,64,43,36,15,5.0,3.0,30.0,27.0,6.0,12.0,10.0,14.0,104.0,6.0,6.0,7.0,,
1036,93,1,3.0,61,71,39,29,6.0,15.0,47.0,78.0,6.0,15.0,31.0,48.0,158.0,6.0,2.0,6.0,4.0,7.0
1037,94,1,3.0,62,47,38,23,13.0,3.0,39.0,30.0,4.0,11.0,20.0,26.0,117.0,7.0,7.0,6.0,,
1038,95,0,0.0,67,33,33,10,4.0,3.0,21.0,24.0,0.0,3.0,8.0,10.0,61.0,2.0,4.0,2.0,,
1039,96,1,3.0,63,38,37,20,6.0,1.0,31.0,23.0,5.0,8.0,16.0,21.0,93.0,6.0,6.0,7.0,,
1040,97,0,0.0,63,43,37,19,10.0,1.0,27.0,41.0,1.0,4.0,11.0,23.0,86.0,5.0,4.0,4.0,,
1041,98,0,1.0,62,61,38,28,4.0,5.0,62.0,34.0,3.0,9.0,44.0,57.0,137.0,6.0,5.0,4.0,6.0,
1042,99,1,3.0,72,44,28,17,2.0,1.0,22.0,24.0,5.0,11.0,10.0,12.0,111.0,6.0,7.0,6.0,,
1043,100,0,0.0,53,34,47,18,3.0,7.0,34.0,44.0,0.0,1.0,11.0,15.0,63.0,5.0,2.0,2.0,,
1044,101,0,2.0,74,94,26,20,8.0,4.0,43.0,34.0,3.0,7.0,17.0,29.0,162.0,6.0,6.0,3.0,6.0,5.0
1045,102,0,0.0,44,25,56,17,5.0,6.0,21.0,34.0,0.0,2.0,5.0,9.0,58.0,4.0,2.0,2.0,,
1046,103,1,3.0,62,39,38,16,6.0,1.0,35.0,18.0,5.0,14.0,11.0,20.0,98.0,6.0,6.0,6.0,,
1047,104,0,0.0,53,34,47,22,7.0,3.0,21.0,25.0,0.0,3.0,23.0,28.0,79.0,6.0,4.0,2.0,,
1048,105,0,0.0,53,32,47,21,6.0,4.0,36.0,38.0,0.0,3.0,18.0,29.0,75.0,0.0,6.0,4.0,,
1049,106,0,0.0,57,39,43,20,8.0,7.0,31.0,44.0,1.0,1.0,26.0,37.0,84.0,6.0,4.0,2.0,,
1050,107,1,3.0,83,46,17,7,4.0,1.0,21.0,23.0,7.0,20.0,11.0,14.0,96.0,6.0,6.0,6.0,,
1051,108,1,3.0,60,55,40,33,15.0,5.0,49.0,13.0,2.0,4.0,12.0,15.0,128.0,6.0,3.0,6.0,7.0,
