,Player1,Player2,Round,Result,FNL.1,FNL.2,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,ST1.1,ST2.1,ST3.1,ST4.1,ST5.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2,ST1.2,ST2.2,ST3.2,ST4.2,ST5.2
115,Rafael Nadal,Kei Nishikori,4,1,3.0,0.0,69,39,31,16,1.0,0.0,20.0,25.0,5.0,8.0,6.0,8.0,91.0,6.0,6.0,6.0,,,65,27,35,15,0.0,1.0,14.0,39.0,0.0,4.0,8.0,16.0,65.0,4.0,1.0,3.0,,
116,Tommy Haas,Mikhail Youzhny,4,1,3.0,0.0,61,31,39,14,2.0,3.0,25.0,18.0,8.0,15.0,12.0,15.0,82.0,6.0,6.0,6.0,,,63,16,37,12,0.0,3.0,17.0,32.0,2.0,6.0,13.0,21.0,54.0,1.0,1.0,3.0,,
117,Novak Djokovic,Philipp Kohlschreiber,4,1,3.0,1.0,74,71,26,23,2.0,2.0,38.0,42.0,4.0,8.0,13.0,31.0,134.0,4.0,6.0,6.0,6.0,,55,48,45,28,4.0,3.0,48.0,48.0,2.0,13.0,17.0,24.0,123.0,6.0,3.0,4.0,4.0,
118,Jo-Wilfried Tsonga,Roger Federer,5,1,3.0,0.0,75,46,25,10,2.0,0.0,26.0,22.0,6.0,14.0,15.0,23.0,103.0,7.0,6.0,6.0,,,67,39,33,14,0.0,3.0,25.0,34.0,2.0,3.0,15.0,30.0,73.0,5.0,3.0,3.0,,
119,Tommy Robredo,David Ferrer,5,0,0.0,3.0,59,22,41,9,2.0,2.0,9.0,28.0,0.0,1.0,4.0,7.0,46.0,2.0,1.0,1.0,,,47,25,53,22,1.0,3.0,26.0,18.0,7.0,12.0,13.0,15.0,84.0,6.0,6.0,6.0,,
120,Rafael Nadal,Stanislas Wawrinka,5,1,3.0,0.0,75,40,25,11,5.0,0.0,31.0,17.0,7.0,12.0,13.0,16.0,96.0,6.0,6.0,6.0,,,60,30,40,12,3.0,4.0,23.0,40.0,1.0,5.0,16.0,30.0,64.0,2.0,3.0,1.0,,
121,Novak Djokovic,Tommy Haas,5,1,3.0,0.0,64,41,36,22,11.0,0.0,46.0,25.0,5.0,12.0,22.0,27.0,116.0,6.0,7.0,7.0,,,60,48,40,21,4.0,5.0,19.0,34.0,2.0,2.0,2.0,17.0,84.0,3.0,6.0,5.0,,
122,David Ferrer,Jo-Wilfried Tsonga,6,1,3.0,0.0,60,35,40,23,3.0,1.0,24.0,21.0,6.0,17.0,17.0,22.0,107.0,6.0,7.0,6.0,,,58,37,42,17,6.0,3.0,31.0,56.0,2.0,5.0,7.0,16.0,84.0,1.0,6.0,2.0,,
123,Novak Djokovic,Rafael Nadal,6,0,2.0,3.0,67,76,33,30,5.0,2.0,54.0,75.0,5.0,9.0,32.0,50.0,158.0,4.0,6.0,1.0,7.0,7.0,64,73,36,35,6.0,3.0,61.0,44.0,8.0,16.0,15.0,26.0,177.0,6.0,3.0,6.0,6.0,9.0
124,Rafael Nadal,David Ferrer,7,1,3.0,0.0,70,43,30,11,5.0,2.0,35.0,25.0,8.0,16.0,13.0,17.0,100.0,6.0,6.0,6.0,,,62,31,38,8,1.0,5.0,22.0,35.0,3.0,12.0,10.0,14.0,72.0,3.0,2.0,3.0,,
0,Su-Wei Hsieh,Maria Sharapova,1,0,0.0,2.0,62,18,38,5,0.0,3.0,8.0,8.0,0.0,0.0,1.0,3.0,31.0,2.0,1.0,,,,68,25,32,8,4.0,0.0,25.0,19.0,4.0,6.0,3.0,5.0,57.0,6.0,6.0,,,
1,Eugenie Bouchard,Tsvetana Pironkova,1,1,2.0,0.0,57,23,43,17,3.0,1.0,37.0,21.0,4.0,10.0,16.0,20.0,71.0,6.0,7.0,,,,66,28,34,6,1.0,2.0,13.0,21.0,1.0,3.0,4.0,8.0,48.0,1.0,6.0,,,
2,Jie Zheng,Vesna Dolonc,1,1,2.0,0.0,76,30,24,5,1.0,0.0,25.0,13.0,4.0,12.0,4.0,5.0,70.0,6.0,6.0,,,,76,35,24,6,0.0,3.0,20.0,25.0,0.0,4.0,14.0,20.0,56.0,4.0,1.0,,,
3,Tamira Paszek,Melanie Oudin,1,0,0.0,2.0,59,16,41,8,2.0,6.0,21.0,38.0,6.0,15.0,2.0,4.0,66.0,4.0,3.0,,,,63,27,37,9,0.0,3.0,24.0,29.0,8.0,13.0,5.0,8.0,78.0,6.0,6.0,,,
4,Karin Knapp,Sloane Stephens,1,0,0.0,2.0,57,18,43,13,,3.0,15.0,27.0,2.0,2.0,3.0,5.0,50.0,2.0,5.0,,,,65,22,35,10,,2.0,9.0,16.0,5.0,7.0,1.0,4.0,61.0,6.0,7.0,,,
5,Vania King,Alexandra Cadantu,1,1,2.0,0.0,74,27,26,11,,0.0,38.0,15.0,6.0,9.0,14.0,21.0,83.0,7.0,6.0,,,,72,28,28,9,,5.0,21.0,17.0,3.0,8.0,5.0,9.0,64.0,6.0,1.0,,,
6,Marina Erakovic,Elena Baltacha,1,1,2.0,0.0,66,23,34,8,6.0,2.0,29.0,10.0,5.0,6.0,5.0,9.0,56.0,6.0,6.0,,,,69,11,31,6,1.0,1.0,7.0,13.0,1.0,5.0,2.0,6.0,30.0,3.0,0.0,,,
7,Dominika Cibulkova,Lesia Tsurenko,1,1,2.0,0.0,60,24,40,11,1.0,2.0,14.0,20.0,6.0,10.0,4.0,6.0,67.0,6.0,6.0,,,,55,12,45,7,1.0,3.0,16.0,35.0,3.0,7.0,0.0,2.0,46.0,1.0,4.0,,,
8,Kimiko Date-Krumm,Samantha Stosur,1,0,0.0,2.0,79,15,21,3,0.0,1.0,8.0,20.0,0.0,1.0,4.0,7.0,33.0,0.0,2.0,,,,59,19,41,12,1.0,0.0,21.0,18.0,5.0,8.0,7.0,10.0,60.0,6.0,6.0,,,
9,Kristina Mladenovic,Lauren Davis,1,1,2.0,0.0,58,27,42,13,3.0,1.0,31.0,21.0,6.0,15.0,14.0,17.0,77.0,6.0,7.0,,,,72,22,28,5,0.0,0.0,18.0,16.0,2.0,9.0,4.0,7.0,49.0,0.0,5.0,,,
10,Karolina Pliskova,Garbine Muguruza,1,0,1.0,2.0,60,41,40,20,9.0,4.0,27.0,22.0,2.0,4.0,5.0,7.0,88.0,6.0,5.0,3.0,,,69,49,31,13,7.0,7.0,46.0,25.0,3.0,7.0,11.0,17.0,99.0,4.0,7.0,6.0,,
11,Jelena Jankovic,Daniela Hantuchova,1,1,2.0,0.0,78,40,22,7,4.0,1.0,27.0,21.0,3.0,11.0,10.0,15.0,90.0,6.0,7.0,,,,68,38,32,17,1.0,2.0,26.0,32.0,2.0,6.0,14.0,23.0,80.0,4.0,6.0,,,
12,Jamie Hampton,Lucie Safarova,1,1,2.0,1.0,60,50,40,24,7.0,5.0,38.0,50.0,6.0,11.0,5.0,14.0,125.0,7.0,3.0,9.0,,,67,53,33,19,4.0,1.0,35.0,43.0,6.0,16.0,11.0,17.0,130.0,6.0,6.0,7.0,,
13,Anna Karolina Schmiedlova,Yanina Wickmayer,1,1,2.0,1.0,62,40,38,16,6.0,4.0,17.0,42.0,4.0,12.0,3.0,4.0,102.0,7.0,2.0,6.0,,,59,39,41,22,1.0,8.0,34.0,66.0,4.0,10.0,9.0,12.0,102.0,6.0,6.0,2.0,,
14,Shuai Peng,Camila Giorgi,1,1,2.0,0.0,54,28,46,14,2.0,3.0,13.0,15.0,4.0,8.0,5.0,5.0,68.0,6.0,6.0,,,,53,24,47,8,1.0,11.0,23.0,30.0,1.0,4.0,3.0,8.0,57.0,4.0,2.0,,,
15,Petra Kvitova,Aravane Rezai,1,1,2.0,1.0,69,35,31,13,5.0,6.0,29.0,32.0,9.0,16.0,4.0,11.0,94.0,6.0,4.0,6.0,,,56,27,44,12,1.0,7.0,33.0,32.0,6.0,13.0,11.0,15.0,87.0,3.0,6.0,2.0,,
16,Elena Vesnina,Victoria Azarenka,1,0,0.0,2.0,74,21,26,6,2.0,1.0,20.0,16.0,1.0,5.0,9.0,11.0,47.0,1.0,4.0,,,,70,31,30,6,4.0,1.0,21.0,13.0,4.0,8.0,8.0,10.0,63.0,6.0,6.0,,,
17,Sandra Zahlavova,Annika Beck,1,0,0.0,2.0,69,18,31,7,2.0,1.0,13.0,24.0,0.0,3.0,5.0,11.0,40.0,2.0,1.0,,,,83,28,17,5,1.0,1.0,19.0,13.0,5.0,11.0,5.0,7.0,62.0,6.0,6.0,,,
18,Irina-Camelia Begu,Silvia Soler-Espinosa,1,0,0.0,2.0,74,26,26,6,,3.0,19.0,28.0,1.0,3.0,6.0,9.0,53.0,3.0,2.0,,,,56,23,44,15,,2.0,17.0,15.0,4.0,11.0,4.0,6.0,71.0,6.0,6.0,,,
19,Alize Cornet,Maria Joao Koehler,1,1,2.0,0.0,70,28,30,11,,3.0,16.0,19.0,6.0,9.0,7.0,9.0,72.0,7.0,6.0,,,,60,19,40,8,,9.0,20.0,45.0,3.0,8.0,4.0,8.0,58.0,5.0,2.0,,,
20,Flavia Pennetta,Kirsten Flipkens,1,0,1.0,2.0,41,21,59,17,1.0,7.0,20.0,26.0,4.0,12.0,14.0,28.0,81.0,6.0,4.0,0.0,,,45,31,55,23,5.0,9.0,34.0,28.0,6.0,8.0,21.0,28.0,92.0,2.0,6.0,6.0,,
21,Melinda Czink,Francesca Schiavone,1,0,0.0,2.0,57,23,43,12,1.0,4.0,18.0,26.0,2.0,6.0,11.0,19.0,51.0,0.0,6.0,,,,57,26,43,14,4.0,5.0,29.0,20.0,5.0,10.0,5.0,8.0,79.0,6.0,7.0,,,
22,Kristyna Pliskova,Mariana Duque-Marino,1,0,0.0,2.0,60,18,40,9,0.0,3.0,6.0,27.0,0.0,4.0,3.0,11.0,38.0,2.0,0.0,,,,65,23,35,9,3.0,1.0,27.0,16.0,5.0,12.0,12.0,14.0,65.0,6.0,6.0,,,
23,Marion Bartoli,Olga Govortsova,1,1,2.0,1.0,62,54,38,25,4.0,12.0,40.0,45.0,7.0,14.0,12.0,19.0,129.0,7.0,4.0,7.0,,,62,42,38,16,1.0,9.0,57.0,42.0,7.0,16.0,9.0,13.0,131.0,6.0,6.0,5.0,,
24,Nina Bratchikova,Maria Kirilenko,1,0,0.0,2.0,69,15,31,4,0.0,1.0,6.0,24.0,0.0,2.0,5.0,8.0,33.0,0.0,1.0,,,,51,19,49,12,2.0,4.0,24.0,14.0,5.0,11.0,3.0,5.0,60.0,6.0,6.0,,,
25,Ashleigh Barty,Lucie Hradecka,1,1,2.0,1.0,53,32,47,23,4.0,2.0,26.0,29.0,7.0,18.0,11.0,11.0,103.0,7.0,2.0,6.0,,,57,31,43,18,5.0,7.0,38.0,45.0,6.0,10.0,11.0,21.0,97.0,5.0,6.0,1.0,,
26,Stefanie Voegele,Heather Watson,1,1,2.0,1.0,64,41,36,16,4.0,4.0,21.0,24.0,3.0,14.0,9.0,12.0,96.0,6.0,2.0,6.0,,,67,44,33,17,4.0,2.0,38.0,24.0,3.0,8.0,9.0,18.0,91.0,4.0,6.0,4.0,,
27,Klara Zakopalova,Kaia Kanepi,1,0,0.0,2.0,58,22,42,11,1.0,2.0,13.0,46.0,3.0,7.0,3.0,8.0,59.0,6.0,2.0,,,,70,32,30,8,2.0,3.0,17.0,33.0,5.0,6.0,0.0,2.0,80.0,7.0,6.0,,,
28,Coco Vandeweghe,Yaroslava Shvedova,1,0,1.0,2.0,53,24,47,12,4.0,6.0,16.0,37.0,3.0,7.0,7.0,14.0,61.0,0.0,6.0,2.0,,,64,30,36,14,0.0,5.0,23.0,22.0,7.0,12.0,10.0,11.0,84.0,6.0,3.0,6.0,,
29,Tatjana Maria,Paula Ormaechea,1,0,1.0,2.0,60,30,40,18,5.0,2.0,17.0,32.0,2.0,3.0,12.0,19.0,73.0,3.0,6.0,0.0,,,49,25,51,21,3.0,4.0,35.0,30.0,6.0,15.0,13.0,19.0,89.0,6.0,4.0,6.0,,
30,Bethanie Mattek-Sands,Lourdes Dominguez Lino,1,1,2.0,0.0,54,24,46,14,0.0,2.0,32.0,25.0,5.0,14.0,17.0,24.0,71.0,6.0,6.0,,,,47,12,53,14,1.0,2.0,8.0,14.0,2.0,6.0,4.0,11.0,51.0,4.0,1.0,,,
31,Na Li,A. Medina Garrigues,1,1,2.0,0.0,71,31,29,7,,3.0,26.0,37.0,6.0,10.0,13.0,16.0,69.0,6.0,6.0,,,,57,18,43,7,,0.0,12.0,21.0,4.0,12.0,1.0,1.0,57.0,3.0,4.0,,,
32,Arantxa Rus,Sara Errani,1,0,0.0,2.0,52,11,48,2,,7.0,7.0,26.0,2.0,3.0,3.0,6.0,26.0,1.0,2.0,,,,85,18,15,3,,0.0,14.0,15.0,7.0,9.0,3.0,7.0,52.0,6.0,6.0,,,
33,Ayumi Morita,Yulia Putintseva,1,0,0.0,2.0,65,17,35,9,0.0,1.0,16.0,31.0,1.0,6.0,4.0,8.0,45.0,2.0,3.0,,,,58,22,42,16,3.0,2.0,16.0,13.0,4.0,7.0,0.0,1.0,61.0,6.0,6.0,,,
34,Maria-Teresa Torro-Flor,Julia Glushko,1,1,2.0,0.0,77,32,23,7,0.0,0.0,24.0,17.0,6.0,9.0,3.0,3.0,72.0,6.0,7.0,,,,78,22,22,5,2.0,1.0,15.0,23.0,3.0,3.0,3.0,9.0,50.0,2.0,5.0,,,
35,Sabine Lisicki,Sofia Arvidsson,1,1,2.0,0.0,52,27,48,15,4.0,3.0,37.0,30.0,3.0,6.0,13.0,19.0,73.0,6.0,6.0,,,,70,29,30,10,1.0,0.0,7.0,14.0,1.0,6.0,4.0,4.0,60.0,3.0,4.0,,,
36,Simona Halep,Carla Suarez Navarro,1,0,1.0,2.0,74,34,26,9,1.0,5.0,25.0,26.0,4.0,10.0,4.0,6.0,79.0,6.0,2.0,2.0,,,63,31,37,17,0.0,2.0,41.0,22.0,7.0,13.0,19.0,20.0,92.0,3.0,6.0,6.0,,
37,Irena Pavlovic,Shelby Rogers,1,0,0.0,2.0,59,24,41,11,4.0,3.0,13.0,26.0,0.0,0.0,1.0,2.0,47.0,3.0,4.0,,,,58,26,42,15,5.0,1.0,21.0,18.0,2.0,6.0,9.0,10.0,60.0,6.0,6.0,,,
38,Madison Keys,Misaki Doi,1,1,2.0,0.0,66,29,34,8,5.0,1.0,25.0,19.0,4.0,5.0,6.0,8.0,59.0,6.0,6.0,,,,62,16,38,9,0.0,2.0,10.0,11.0,1.0,4.0,7.0,12.0,46.0,3.0,2.0,,,
39,Nadia Petrova,Monica Puig,1,0,1.0,2.0,58,37,42,16,12.0,3.0,29.0,50.0,5.0,8.0,5.0,9.0,99.0,6.0,5.0,4.0,,,52,40,48,21,4.0,6.0,21.0,36.0,6.0,9.0,3.0,5.0,103.0,3.0,7.0,6.0,,
40,Petra Martic,Ana Ivanovic,1,0,1.0,2.0,62,30,38,17,1.0,6.0,23.0,39.0,2.0,9.0,24.0,27.0,81.0,1.0,6.0,3.0,,,54,37,46,24,3.0,3.0,27.0,36.0,4.0,10.0,6.0,14.0,100.0,6.0,3.0,6.0,,
41,Chanelle Scheepers,Mathilde Johansson,1,0,0.0,2.0,54,16,46,13,,5.0,9.0,23.0,3.0,5.0,1.0,4.0,56.0,5.0,1.0,,,,68,29,32,9,,7.0,26.0,36.0,6.0,15.0,6.0,9.0,72.0,7.0,6.0,,,
42,Virginie Razzano,Claire Feuerstein,1,1,2.0,0.0,75,46,25,9,3.0,4.0,16.0,18.0,3.0,9.0,7.0,12.0,89.0,7.0,6.0,,,,55,29,45,19,1.0,2.0,29.0,37.0,2.0,9.0,5.0,10.0,84.0,6.0,4.0,,,
43,Julia Goerges,Zuzana Kucova,1,0,0.0,2.0,54,22,46,14,10.0,4.0,39.0,56.0,2.0,9.0,6.0,15.0,73.0,6.0,0.0,,,,76,41,24,13,0.0,2.0,13.0,18.0,5.0,9.0,5.0,6.0,90.0,7.0,6.0,,,
44,Urszula Radwanska,Venus Williams,1,1,2.0,1.0,68,48,32,16,,4.0,28.0,40.0,11.0,17.0,13.0,23.0,131.0,7.0,6.0,6.0,,,65,38,35,13,,6.0,58.0,66.0,10.0,15.0,30.0,47.0,121.0,6.0,7.0,4.0,,
45,Dinah Pfizenmaier,Mandy Minella,1,1,2.0,0.0,67,28,33,5,2.0,4.0,30.0,30.0,7.0,13.0,3.0,3.0,69.0,7.0,6.0,,,,57,17,43,8,1.0,5.0,7.0,24.0,3.0,6.0,1.0,5.0,47.0,5.0,1.0,,,
46,Mallory Burdette,Donna Vekic,1,1,2.0,0.0,68,27,32,11,1.0,1.0,27.0,17.0,5.0,7.0,7.0,10.0,62.0,6.0,6.0,,,,63,21,37,7,1.0,3.0,12.0,13.0,3.0,7.0,2.0,4.0,56.0,3.0,4.0,,,
47,Agnieszka Radwanska,Shahar Peer,1,1,2.0,0.0,67,17,33,9,1.0,0.0,13.0,8.0,6.0,14.0,9.0,11.0,58.0,6.0,6.0,,,,56,15,44,7,1.0,4.0,17.0,24.0,1.0,2.0,2.0,10.0,32.0,1.0,1.0,,,
48,Mona Barthel,Angelique Kerber,1,0,0.0,2.0,57,30,43,16,1.0,0.0,37.0,35.0,1.0,4.0,13.0,20.0,77.0,6.0,2.0,,,,54,31,46,20,2.0,1.0,19.0,14.0,3.0,12.0,5.0,7.0,81.0,7.0,6.0,,,
49,Jana Cepelova,Christina McHale,1,1,2.0,1.0,78,52,22,9,0.0,3.0,25.0,32.0,4.0,12.0,5.0,6.0,104.0,7.0,2.0,6.0,,,70,52,30,10,2.0,3.0,31.0,39.0,5.0,9.0,7.0,13.0,106.0,6.0,6.0,4.0,,
50,Romina Oprandi,Elina Svitolina,1,0,1.0,2.0,67,35,33,7,2.0,3.0,26.0,32.0,5.0,11.0,8.0,17.0,81.0,3.0,6.0,1.0,,,61,30,39,19,2.0,2.0,40.0,24.0,8.0,16.0,16.0,28.0,99.0,6.0,4.0,6.0,,
51,Varvara Lepchenko,Mirjana Lucic-Baroni,1,1,2.0,0.0,65,23,35,8,5.0,3.0,12.0,15.0,6.0,10.0,4.0,4.0,63.0,6.0,6.0,,,,56,15,44,8,3.0,2.0,12.0,44.0,1.0,6.0,0.0,0.0,38.0,1.0,2.0,,,
52,Svetlana Kuznetsova,Ekaterina Makarova,1,1,2.0,0.0,54,15,46,15,3.0,2.0,31.0,18.0,6.0,10.0,5.0,11.0,73.0,6.0,6.0,,,,70,25,30,11,1.0,1.0,20.0,20.0,3.0,6.0,6.0,11.0,56.0,4.0,2.0,,,
53,Pauline Parmentier,Magdalena Rybarikova,1,0,0.0,2.0,54,12,46,6,0.0,6.0,5.0,22.0,1.0,1.0,3.0,8.0,30.0,0.0,1.0,,,,73,19,27,6,2.0,0.0,14.0,13.0,6.0,12.0,8.0,9.0,59.0,6.0,6.0,,,
54,Barbora Zahlavova Strycova,Bojana Jovanovski,1,0,0.0,2.0,71,23,29,6,3.0,2.0,13.0,16.0,0.0,0.0,3.0,7.0,39.0,3.0,2.0,,,,80,31,20,5,1.0,0.0,28.0,20.0,3.0,7.0,7.0,7.0,59.0,6.0,6.0,,,
55,Caroline Wozniacki,Laura Robson,1,1,2.0,0.0,76,27,24,8,3.0,1.0,11.0,10.0,5.0,7.0,1.0,1.0,66.0,6.0,6.0,,,,56,18,44,5,4.0,6.0,25.0,39.0,2.0,5.0,1.0,6.0,43.0,3.0,2.0,,,
56,Stephanie Foretz Gacon,Roberta Vinci,1,0,0.0,2.0,66,16,34,5,5.0,2.0,20.0,29.0,0.0,0.0,7.0,21.0,32.0,3.0,0.0,,,,60,20,40,12,0.0,2.0,10.0,10.0,4.0,5.0,6.0,6.0,58.0,6.0,6.0,,,
57,Galina Voskoboeva,Grace Min,1,1,2.0,1.0,55,30,45,18,3.0,3.0,38.0,30.0,8.0,14.0,16.0,26.0,97.0,4.0,6.0,7.0,,,69,34,31,17,1.0,1.0,31.0,19.0,7.0,10.0,10.0,15.0,92.0,6.0,4.0,5.0,,
58,Petra Cetkovska,Olga Puchkova,1,1,2.0,0.0,69,25,31,8,,4.0,17.0,17.0,6.0,7.0,4.0,5.0,61.0,6.0,6.0,,,,62,11,38,3,,4.0,4.0,25.0,1.0,7.0,0.0,0.0,32.0,0.0,2.0,,,
59,Anastasia Pavlyuchenkova,Andrea Hlavackova,1,1,2.0,1.0,54,31,46,22,3.0,4.0,36.0,45.0,7.0,16.0,13.0,21.0,108.0,4.0,7.0,6.0,,,72,46,28,11,2.0,5.0,32.0,38.0,7.0,12.0,9.0,14.0,104.0,6.0,6.0,4.0,,
60,Kiki Bertens,Sorana Cirstea,1,0,1.0,2.0,63,42,37,12,3.0,10.0,31.0,54.0,5.0,10.0,9.0,19.0,96.0,7.0,5.0,2.0,,,65,40,35,21,3.0,3.0,22.0,37.0,7.0,13.0,12.0,19.0,108.0,5.0,7.0,6.0,,
61,Monica Niculescu,Johanna Larsson,1,0,0.0,2.0,82,15,18,4,,1.0,18.0,21.0,2.0,2.0,5.0,8.0,39.0,2.0,3.0,,,,64,22,36,8,,1.0,25.0,11.0,6.0,6.0,12.0,14.0,61.0,6.0,6.0,,,
62,Yuliya Beygelzimer,Caroline Garcia,1,0,0.0,2.0,59,24,41,13,0.0,1.0,17.0,22.0,0.0,1.0,10.0,12.0,50.0,3.0,4.0,,,,60,29,40,13,4.0,2.0,19.0,21.0,2.0,4.0,3.0,6.0,64.0,6.0,6.0,,,
63,Serena Williams,Anna Tatishvili,1,1,2.0,0.0,73,21,27,7,8.0,1.0,27.0,14.0,5.0,11.0,1.0,1.0,56.0,6.0,6.0,,,,58,11,42,6,0.0,3.0,4.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,,,
64,Eugenie Bouchard,Maria Sharapova,2,0,0.0,2.0,57,17,43,10,0.0,2.0,8.0,18.0,1.0,4.0,1.0,1.0,43.0,2.0,2.0,,,,52,19,48,11,1.0,4.0,23.0,23.0,4.0,6.0,8.0,9.0,56.0,6.0,4.0,,,
65,Melanie Oudin,Jie Zheng,2,0,0.0,2.0,65,12,35,7,1.0,2.0,18.0,31.0,3.0,8.0,7.0,9.0,46.0,3.0,1.0,,,,73,26,27,7,0.0,0.0,20.0,14.0,7.0,9.0,3.0,5.0,65.0,6.0,6.0,,,
66,Vania King,Sloane Stephens,2,0,0.0,2.0,82,17,18,6,0.0,,7.0,11.0,1.0,3.0,5.0,10.0,36.0,1.0,3.0,,,,75,26,25,5,1.0,,29.0,17.0,5.0,8.0,7.0,11.0,57.0,6.0,6.0,,,
67,Dominika Cibulkova,Marina Erakovic,2,0,1.0,2.0,56,31,44,16,2.0,3.0,17.0,31.0,5.0,8.0,8.0,11.0,88.0,2.0,6.0,4.0,,,48,25,52,21,2.0,5.0,38.0,38.0,6.0,11.0,6.0,11.0,90.0,6.0,2.0,6.0,,
68,Kristina Mladenovic,Samantha Stosur,2,0,0.0,2.0,55,27,45,16,6.0,4.0,25.0,22.0,0.0,1.0,7.0,15.0,64.0,4.0,3.0,,,,75,40,25,6,0.0,4.0,26.0,22.0,2.0,10.0,14.0,17.0,74.0,6.0,6.0,,,
69,Jelena Jankovic,Garbine Muguruza,2,1,2.0,0.0,60,16,40,11,3.0,1.0,10.0,12.0,6.0,12.0,2.0,6.0,58.0,6.0,6.0,,,,54,13,46,8,0.0,7.0,12.0,29.0,1.0,2.0,9.0,15.0,34.0,3.0,0.0,,,
70,Anna Karolina Schmiedlova,Jamie Hampton,2,0,0.0,2.0,70,28,30,7,0.0,2.0,10.0,14.0,2.0,2.0,5.0,7.0,52.0,5.0,2.0,,,,57,22,43,15,1.0,1.0,30.0,25.0,5.0,13.0,10.0,13.0,69.0,7.0,6.0,,,
71,Petra Kvitova,Shuai Peng,2,1,2.0,0.0,53,20,47,13,4.0,4.0,30.0,26.0,6.0,11.0,9.0,11.0,66.0,6.0,6.0,,,,73,22,27,5,0.0,3.0,9.0,18.0,3.0,5.0,4.0,4.0,49.0,4.0,3.0,,,
72,Annika Beck,Victoria Azarenka,2,0,0.0,2.0,66,22,34,7,1.0,3.0,16.0,23.0,3.0,9.0,2.0,3.0,54.0,4.0,3.0,,,,63,24,37,7,1.0,6.0,26.0,26.0,6.0,11.0,14.0,18.0,67.0,6.0,6.0,,,
73,Alize Cornet,Silvia Soler-Espinosa,2,1,2.0,0.0,74,24,26,10,2.0,1.0,22.0,18.0,5.0,10.0,9.0,11.0,62.0,6.0,6.0,,,,53,13,47,10,0.0,2.0,10.0,30.0,1.0,7.0,7.0,10.0,42.0,1.0,3.0,,,
74,Francesca Schiavone,Kirsten Flipkens,2,1,2.0,1.0,62,34,38,20,1.0,7.0,39.0,39.0,9.0,18.0,28.0,47.0,110.0,6.0,4.0,6.0,,,53,33,47,13,1.0,5.0,33.0,40.0,6.0,17.0,27.0,41.0,98.0,1.0,6.0,3.0,,
75,Marion Bartoli,Mariana Duque-Marino,2,1,2.0,0.0,62,34,38,14,0.0,5.0,15.0,24.0,5.0,11.0,16.0,28.0,89.0,7.0,7.0,,,,57,32,43,14,2.0,5.0,42.0,44.0,4.0,14.0,13.0,25.0,82.0,6.0,5.0,,,
76,Ashleigh Barty,Maria Kirilenko,2,0,0.0,1.0,61,6,39,4,0.0,,9.0,5.0,1.0,1.0,2.0,2.0,16.0,3.0,,,,,75,9,25,1,1.0,,7.0,4.0,1.0,1.0,5.0,6.0,18.0,3.0,,,,
77,Kaia Kanepi,Stefanie Voegele,2,1,1.0,0.0,71,20,29,5,4.0,2.0,16.0,15.0,1.0,3.0,0.0,4.0,41.0,6.0,,,,,58,13,42,9,0.0,1.0,15.0,9.0,1.0,6.0,4.0,6.0,39.0,5.0,,,,
78,Paula Ormaechea,Yaroslava Shvedova,2,1,2.0,0.0,64,27,36,14,1.0,3.0,17.0,26.0,6.0,9.0,3.0,8.0,81.0,6.0,7.0,,,,74,26,26,7,0.0,3.0,18.0,38.0,5.0,8.0,9.0,11.0,72.0,4.0,6.0,,,
79,Na Li,Bethanie Mattek-Sands,2,0,1.0,2.0,63,34,37,17,3.0,5.0,20.0,34.0,5.0,9.0,2.0,9.0,88.0,7.0,3.0,2.0,,,54,35,46,18,3.0,3.0,32.0,37.0,7.0,14.0,5.0,5.0,97.0,5.0,6.0,6.0,,
80,Yulia Putintseva,Sara Errani,2,0,0.0,2.0,64,11,36,5,,2.0,14.0,26.0,1.0,5.0,4.0,11.0,31.0,1.0,1.0,,,,87,28,13,3,,0.0,22.0,7.0,6.0,10.0,9.0,11.0,59.0,6.0,6.0,,,
81,Sabine Lisicki,Maria-Teresa Torro-Flor,2,1,2.0,0.0,68,26,32,8,2.0,3.0,32.0,33.0,6.0,12.0,8.0,11.0,62.0,6.0,6.0,,,,74,17,26,5,0.0,1.0,6.0,17.0,2.0,8.0,1.0,4.0,45.0,4.0,0.0,,,
82,Shelby Rogers,Carla Suarez Navarro,2,0,1.0,2.0,67,38,33,14,2.0,1.0,37.0,38.0,5.0,10.0,11.0,14.0,91.0,6.0,4.0,4.0,,,63,41,37,14,1.0,2.0,32.0,31.0,5.0,8.0,10.0,14.0,98.0,3.0,6.0,6.0,,
83,Monica Puig,Madison Keys,2,1,2.0,0.0,52,26,48,21,1.0,2.0,15.0,21.0,3.0,7.0,1.0,3.0,79.0,6.0,7.0,,,,61,31,39,11,4.0,4.0,17.0,38.0,2.0,6.0,1.0,3.0,68.0,4.0,6.0,,,
